file	percent	reads	taxon_id	taxon_name
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.086967	8317	35832	NA;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.076929	7357	33042	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.075099	7182	2093	NA;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.075078	7180	1870884	NA;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridioides;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.074597	7134	1386	NA;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.073677	7046	904	NA;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.069316	6629	102106	NA;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.064935	6210	1501226	NA;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.063711	6093	44249	NA;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.060501	5786	1649459	NA;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.055817	5338	2039240	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.052314	5003	1905344	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruthenibacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.052251	4997	172900	NA;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;Victivallis;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.049072	4693	1080709	NA;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.046594	4456	1935176	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Angelakisella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.045820	4382	248744	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.044294	4236	1981033	NA;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Mordavella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.042778	4091	644652	NA;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Gordonibacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.041523	3971	375288	NA;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.040038	3829	1924105	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.037277	3565	2086	NA;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.036922	3531	191	NA;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.036023	3445	1392389	NA;Firmicutes;Clostridia;Clostridiales;NA;Intestinimonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.034318	3282	1279	NA;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.034057	3257	434	NA;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.032258	3085	588605	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.031756	3037	1432051	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.031485	3011	1573534	NA;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.029205	2793	265975	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.029100	2783	157	NA;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.028107	2688	838	NA;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.028003	2678	2005359	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Faecalicatena;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.027041	2586	420345	NA;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Lactonifactor;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.026309	2516	100883	NA;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.026288	2514	990721	NA;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.024489	2342	1763508	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.023151	2214	84111	NA;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.022241	2127	970	NA;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.022074	2111	522	NA;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.021258	2033	2172004	NA;Firmicutes;Clostridia;Clostridiales;NA;Lawsonibacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.021195	2027	2126006	NA;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Enteroscipio;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.020652	1975	1573536	NA;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalicoccus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.020620	1972	46205	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.019449	1860	241189	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Hespellia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.018947	1812	1918385	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.018780	1796	1843210	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.018749	1793	1987010	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Massilimaliae;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.018163	1737	906	NA;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.017870	1709	872	NA;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.017243	1649	61170	NA;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.016657	1593	848	NA;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.016427	1571	1427378	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.016176	1547	1506577	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.015664	1498	1508657	NA;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.015402	1473	33024	NA;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.015151	1449	662	NA;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.015099	1444	1924081	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Bariatricus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.014942	1429	1935927	NA;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Massilioclostridium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.014921	1427	2057233	NA;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Absiella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.014838	1419	1929305	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pygmaiobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.014493	1386	283168	NA;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.013991	1338	832	NA;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.012935	1237	1663717	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Herbinix;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.012851	1229	84108	NA;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.012590	1204	1472762	NA;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enorma;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.012015	1149	2147	NA;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.011983	1146	2304692	NA;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Hungateiclostridium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.011931	1141	44748	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.011879	1136	1929045	NA;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Traorella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.011816	1130	162289	NA;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.011565	1106	35829	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetivibrio;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.011377	1088	79206	NA;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.011053	1057	1980693	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Negativibacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.010822	1035	561	NA;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.010132	969	1855714	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerobium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.010049	961	1926677	NA;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Raoultibacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.009808	938	1470349	NA;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Candidatus Stoquefichus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.009683	926	28050	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.009683	926	100175	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.009045	865	810	NA;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.008961	857	1266	NA;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.008846	846	596767	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Hydrogenoanaerobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.008836	845	698776	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.008658	828	1987016	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Provencibacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.008470	810	2163168	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.008198	784	158846	NA;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.008146	779	2383	NA;Firmicutes;Clostridia;Clostridiales;NA;Epulopiscium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.008104	775	1637	NA;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.008093	774	1164882	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoanaerobaculum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007884	754	1380	NA;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007832	749	29465	NA;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007686	735	135858	NA;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007623	729	1987749	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Marasmitruncus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007571	724	264995	NA;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007550	722	653683	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosporobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007403	708	195950	NA;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007173	686	1654	NA;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007152	684	165779	NA;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.007090	678	258514	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetanaerobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006954	665	390805	NA;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Geosporobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006954	665	1769710	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Sellimonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006891	659	1470353	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Candidatus Soleaferrea;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006880	658	1883	NA;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006797	650	1348911	NA;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006713	642	123375	NA;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006713	642	1892380	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Harryflintia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006650	636	1357	NA;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006598	631	570	NA;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006441	616	33951	NA;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Acetobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006326	605	1743	NA;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006243	597	1738645	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006232	596	1716	NA;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006075	581	2701	NA;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.006075	581	508459	NA;Synergistetes;Synergistia;Synergistales;Synergistaceae;Cloacibacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.005950	569	36853	NA;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.005709	546	1926556	NA;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Emergencia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.005699	545	29521	NA;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.005667	542	1348611	NA;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae;Vallitalea;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.005416	518	1562	NA;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.005260	503	651554	NA;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Paraeggerthella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.005113	489	44258	NA;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.005040	482	43996	NA;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Catonella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.005009	479	1981028	NA;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.004998	478	52225	NA;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.004956	474	1257	NA;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.004925	471	2304693	NA;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Pseudoclostridium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.004915	470	253238	NA;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ethanoligenens;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.004904	469	2034	NA;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.004779	457	2697	NA;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliobacterium;NA;
