name	taxonomy_id	taxonomy_lvl	GF6-1P.bracken_num	GF6-1P.bracken_frac	GF6-2P.bracken_num	GF6-2P.bracken_frac	GF6-3P.bracken_num	GF6-3P.bracken_frac	GF7-1P.bracken_num	GF7-1P.bracken_frac	GF7-2P.bracken_num	GF7-2P.bracken_frac	GF7-3P.bracken_num	GF7-3P.bracken_frac	P2558.bracken_num	P2558.bracken_frac	P2560.bracken_num	P2560.bracken_frac	P2618.bracken_num	P2618.bracken_frac	P2620.bracken_num	P2620.bracken_frac	Q1T1.bracken_num	Q1T1.bracken_frac	Q2T2.bracken_num	Q2T2.bracken_frac	Q3T3.bracken_num	Q3T3.bracken_frac	Q4T7.bracken_num	Q4T7.bracken_frac	Q4T8.bracken_num	Q4T8.bracken_frac	Q5T4.bracken_num	Q5T4.bracken_frac	Q5T5.bracken_num	Q5T5.bracken_frac	Q5T6.bracken_num	Q5T6.bracken_frac	Q5T9.bracken_num	Q5T9.bracken_frac	Q6T10.bracken_num	Q6T10.bracken_frac
Marinobacter sp. LQ44	1749259	S	0	0.00000	0	0.00000	0	0.00000	478	0.00021	28	0.00001	316	0.00011	78	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gemella sp. oral taxon 928	1785995	S	14	0.00001	29	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenibacillus bovis	1616788	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00010	0	0.00000	18	0.00002	0	0.00000	0	0.00000
Janthinobacterium sp. LM6	1938606	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oenococcus oeni	1247	S	0	0.00000	0	0.00000	0	0.00000	14	0.00001	24	0.00001	18	0.00001	0	0.00000	0	0.00000	48	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacter cloacae complex sp. FDA-CDC-AR_0132	2077137	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00000	68	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00001	98	0.00002
Actinomyces sp. oral taxon 414	712122	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. TTH0-4	1646498	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	121	0.00001	227	0.00004	0	0.00000	0	0.00000	0	0.00000	194	0.00005	73	0.00005	0	0.00000	0	0.00000	0	0.00000	82	0.00002	171	0.00003
Vibrio anguillarum	55601	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	233	0.00004	0	0.00000	31	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000
Yersinia enterocolitica	630	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	11	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	16	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	28	0.00001	47	0.00001
Lactococcus virus P008	83129	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	320	0.00006	0	0.00000	226	0.00002	244	0.00005	0	0.00000	0	0.00000	0	0.00000	1207	0.00030	285	0.00018	0	0.00000	0	0.00000	0	0.00000	0	0.00000	91	0.00001
Shewanella sp. ANA-3	94122	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	49	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cronobacter dublinensis	413497	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodococcus fascians	1828	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	157	0.00011	20	0.00001	545	0.00018	0	0.00000	38	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter indicus	756892	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	129	0.00001	241	0.00005	0	0.00000	0	0.00000	0	0.00000	74	0.00002	29	0.00002	0	0.00000	0	0.00000	0	0.00000	106	0.00003	179	0.00003
Serratia ficaria	61651	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micropruina glycogenica	75385	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus stepanovicii	643214	S	13	0.00001	183	0.00010	17	0.00002	35	0.00002	55	0.00002	62	0.00002	16	0.00000	0	0.00000	37	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Citrobacter youngae	133448	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	13	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	1638	0.00041	392	0.00025	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Mycobacterium sp. YC-RL4	1682113	S	0	0.00000	0	0.00000	0	0.00000	107	0.00005	110	0.00004	118	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage 340	1262533	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	635	0.00011	0	0.00000	454	0.00004	500	0.00010	0	0.00000	0	0.00000	0	0.00000	2024	0.00051	574	0.00037	0	0.00000	0	0.00000	0	0.00000	14	0.00000	95	0.00001
Acinetobacter johnsonii	40214	S	0	0.00000	14	0.00001	27	0.00003	0	0.00000	0	0.00000	13	0.00000	0	0.00000	37	0.00000	35982	0.00343	55734	0.01071	0	0.00000	0	0.00000	0	0.00000	36463	0.00921	11390	0.00727	0	0.00000	0	0.00000	0	0.00000	17124	0.00452	29935	0.00461
Pseudonocardia sp. HH130630-07	1690815	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00002	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus pluranimalium	82348	S	0	0.00000	46	0.00003	66	0.00007	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	44	0.00000	88	0.00002	0	0.00000	0	0.00000	0	0.00000	30	0.00001	19	0.00001	0	0.00000	0	0.00000	0	0.00000	44	0.00001	67	0.00001
Lactobacillus agilis	1601	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pediococcus inopinatus	114090	S	0	0.00000	0	0.00000	37	0.00004	111	0.00005	215	0.00009	180	0.00006	300	0.00005	39	0.00000	1374	0.00013	328	0.00006	0	0.00000	0	0.00000	0	0.00000	1545	0.00039	615	0.00039	0	0.00000	0	0.00000	0	0.00000	456	0.00012	173	0.00003
Chitinophaga pinensis	79329	S	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces noursei	1971	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	18	0.00001	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus virus jj50	213775	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	75	0.00001	73	0.00001	0	0.00000	0	0.00000	0	0.00000	297	0.00008	91	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Amycolatopsis orientalis	31958	S	0	0.00000	0	0.00000	0	0.00000	30	0.00001	16	0.00001	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Listeria innocua	1642	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001	12	0.00000	205	0.00004	0	0.00000	25	0.00000	38	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	38	0.00001	63	0.00001
Staphylococcus simiae	308354	S	28	0.00002	37	0.00002	27	0.00003	42	0.00002	54	0.00002	52	0.00002	13	0.00000	39	0.00000	16	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00006	47	0.00002	17	0.00002	0	0.00000	0	0.00000
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium kroppenstedtii	161879	S	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter baumannii	470	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	667	0.00006	1040	0.00020	0	0.00000	0	0.00000	0	0.00000	548	0.00014	250	0.00016	0	0.00000	0	0.00000	0	0.00000	221	0.00006	405	0.00006
Enterobacter kobei	208224	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00001	67	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Morganella morganii	582	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1140	0.00020	0	0.00000	21	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage ul36	114416	S	0	0.00000	285	0.00016	310	0.00034	15	0.00001	42	0.00002	43	0.00002	65	0.00001	1872	0.00011	581	0.00006	290	0.00006	0	0.00000	0	0.00000	0	0.00000	23713	0.00599	7860	0.00502	0	0.00000	0	0.00000	0	0.00000	1213	0.00032	2168	0.00033
Pseudonocardia sp. HH130629-09	1641402	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage M6162	1862961	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage M6165	1862962	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	11	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19191	0.00485	5330	0.00340	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus acetotolerans	1600	S	0	0.00000	14	0.00001	0	0.00000	10	0.00000	12	0.00000	0	0.00000	0	0.00000	150	0.00001	336	0.00003	62	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	101	0.00003	120	0.00002
Enterococcus sp. CR-Ec1	2057791	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	28	0.00001	0	0.00000	0	0.00000	0	0.00000	112	0.00003	58	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pediococcus damnosus	51663	S	11	0.00001	54	0.00003	96	0.00011	189	0.00008	442	0.00018	314	0.00011	69	0.00001	304	0.00002	2243	0.00021	160	0.00003	0	0.00000	0	0.00000	0	0.00000	217	0.00005	97	0.00006	0	0.00000	0	0.00000	0	0.00000	486	0.00013	594	0.00009
Mycobacterium avium	1764	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Agromyces aureus	453304	S	29	0.00002	20	0.00001	0	0.00000	21	0.00001	0	0.00000	15	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	38	0.00001	32	0.00001	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage jm2	1262535	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3554	0.00064	0	0.00000	1185	0.00011	1127	0.00022	0	0.00000	0	0.00000	0	0.00000	814	0.00021	226	0.00014	0	0.00000	0	0.00000	0	0.00000	14	0.00000	236	0.00004
Lactococcus phage jm3	1262536	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2474	0.00044	0	0.00000	399	0.00004	425	0.00008	0	0.00000	0	0.00000	0	0.00000	413	0.00010	137	0.00009	0	0.00000	0	0.00000	0	0.00000	12	0.00000	379	0.00006
Brachybacterium sp. VM2412	2017484	S	14537	0.01024	10539	0.00594	844	0.00093	93388	0.04123	61465	0.02481	98512	0.03469	6519	0.00117	790	0.00005	980	0.00009	110	0.00002	10951	0.00734	10425	0.00287	8755	0.00282	2171	0.00055	587	0.00037	588	0.00264	50052	0.02587	1429	0.00130	1566	0.00041	2983	0.00046
Lactococcus phage D4412	1862959	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5829	0.00147	1562	0.00100	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brachybacterium sp. VR2415	2017485	S	11030	0.00777	7871	0.00443	780	0.00086	44147	0.01949	30636	0.01236	48987	0.01725	17395	0.00311	740	0.00004	690	0.00007	55	0.00001	10694	0.00717	10640	0.00293	9371	0.00302	2078	0.00052	546	0.00035	385	0.00173	25010	0.01293	697	0.00063	784	0.00021	1367	0.00021
Sphingobacterium sp. G1-14	2003121	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	174	0.00004	83	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000
Komagataeibacter xylinus	28448	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00009	0	0.00000	30	0.00003	0	0.00000	0	0.00000
Frankia symbiont of Datisca glomerata	656024	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microbacterium sp. BH-3-3-3	1906742	S	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00002	26	0.00001	88	0.00003	10	0.00000	0	0.00000	0	0.00000	56	0.00003	0	0.00000	0	0.00000	0	0.00000
Cronobacter sakazakii	28141	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	30	0.00002	0	0.00000	0	0.00000	0	0.00000	26	0.00001	36	0.00001
Corynebacterium simulans	146827	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage WRP3	1560313	S	0	0.00000	83	0.00005	187	0.00021	0	0.00000	12	0.00000	21	0.00001	0	0.00000	78	0.00000	4858	0.00046	6104	0.00117	0	0.00000	0	0.00000	0	0.00000	33	0.00001	15	0.00001	0	0.00000	0	0.00000	0	0.00000	1421	0.00038	4925	0.00076
Kurthia sp. 11kri321	1750719	S	39	0.00003	135	0.00008	76	0.00008	185	0.00008	255	0.00010	379	0.00013	0	0.00000	384	0.00002	106	0.00001	10	0.00000	21	0.00001	0	0.00000	0	0.00000	18	0.00000	13	0.00001	0	0.00000	351	0.00018	11	0.00001	32	0.00001	84	0.00001
Nocardia farcinica	37329	S	22	0.00002	16	0.00001	0	0.00000	0	0.00000	11	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00002	37	0.00001	42	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oligella urethralis	90245	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinomyces sp. Z16	2079536	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arthrobacter sp. PGP41	2079227	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00002	54	0.00001	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium camelliae	1265445	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Pseudomonas poae	200451	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tetragenococcus halophilus	51669	S	0	0.00000	27	0.00002	54	0.00006	2222	0.00098	27983	0.01129	5928	0.00209	408221	0.07302	0	0.00000	433	0.00004	150	0.00003	0	0.00000	0	0.00000	0	0.00000	490	0.00012	123	0.00008	17	0.00008	236	0.00012	0	0.00000	272	0.00007	355	0.00005
Pseudomonas sp. LG1D9	2083054	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus sanfranciscensis	1625	S	156	0.00011	17	0.00001	540	0.00060	23	0.00001	17	0.00001	28	0.00001	100	0.00002	449	0.00003	215	0.00002	68	0.00001	0	0.00000	0	0.00000	0	0.00000	39	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00001	33	0.00001
Propionibacterium freudenreichii	1744	S	636	0.00045	863	0.00049	84	0.00009	166	0.00007	210	0.00008	233	0.00008	1354	0.00024	127	0.00001	890	0.00008	375	0.00007	1488	0.00100	1851	0.00051	767	0.00025	2332	0.00059	433	0.00028	64	0.00029	1119	0.00058	90	0.00008	185	0.00005	145	0.00002
Nitratifractor salsuginis	269261	S	0	0.00000	0	0.00000	0	0.00000	66	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraliobacillus sp. X-1125	2213194	S	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salimicrobium jeotgali	1230341	S	0	0.00000	12	0.00001	0	0.00000	14	0.00001	16	0.00001	55	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Faecalibacterium prausnitzii	853	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leuconostoc gelidum	1244	S	21	0.00001	41	0.00002	113	0.00013	28	0.00001	90	0.00004	75	0.00003	10	0.00000	566	0.00003	214	0.00002	182	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus zymae	267363	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	120	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	23	0.00000
Acidothermus cellulolyticus	28049	S	13	0.00001	0	0.00000	0	0.00000	20	0.00001	16	0.00001	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halomonas sp. 1513	1883416	S	0	0.00000	0	0.00000	0	0.00000	215	0.00009	20	0.00001	120	0.00004	79	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000
Propionibacterium sp. oral taxon 193	671223	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00001	0	0.00000
Mycetocola sp. CGMCC 1.16372	2079792	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	13	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rathayibacter tritici	33888	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter haemolyticus	29430	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	154	0.00001	267	0.00005	0	0.00000	0	0.00000	0	0.00000	96	0.00002	40	0.00003	0	0.00000	0	0.00000	0	0.00000	44	0.00001	114	0.00002
Alcaligenes faecalis	511	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arthrobacter sp. YC-RL1	1652545	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	237	0.00004	0	0.00000	13	0.00000	36	0.00001	282	0.00019	219	0.00006	24	0.00001	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Weissella cibaria	137591	S	0	0.00000	0	0.00000	0	0.00000	74	0.00003	92	0.00004	95	0.00003	39	0.00001	294	0.00002	147	0.00001	61	0.00001	0	0.00000	0	0.00000	0	0.00000	263	0.00007	195	0.00012	0	0.00000	0	0.00000	0	0.00000	23	0.00001	19	0.00000
