#Number of Samples: 12
#Total Number of Reads: 44439983
#S1	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N10_Nuria_kraken_report
#S2	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N11_Nuria_kraken_report
#S3	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N12_Nuria_kraken_report
#S4	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N1_Nuria_kraken_report
#S5	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N2_Nuria_kraken_report
#S6	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N3_Nuria_kraken_report
#S7	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N4_Nuria_kraken_report
#S8	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N5_Nuria_kraken_report
#S9	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N6_Nuria_kraken_report
#S10	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N7_Nuria_kraken_report
#S11	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N8_Nuria_kraken_report
#S12	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N9_Nuria_kraken_report
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	12_all	12_lvl	lvl_type	taxid	name
0.0001	25	25	0	0	4	4	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	195102	                    Clostridium perfringens str. 13
0.0008	350	350	3	3	1	1	7	7	2	2	2	2	30	30	0	0	2	2	1	1	121	121	2	2	179	179	S	1491	                  Clostridium botulinum
0.0003	133	133	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	131	131	1	1	0	0	0	0	S	1042156	                  Clostridium sp. SY8519
0.0002	101	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	101	0	0	0	0	0	0	S	1494	                  Clostridium cochlearium
0.0000	13	7	0	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	8	6	0	0	0	0	0	0	S	1561	                  Clostridium baratii
0.0000	6	6	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	1415775	                    Clostridium baratii str. Sullivan
0.0000	12	12	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	4	5	5	0	0	0	0	S	1492	                  Clostridium butyricum
0.0000	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	S	1534	                  Clostridium kluyveri
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	S	46867	                  Clostridium chauvoei
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S	1542	                  Clostridium novyi
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	386415	                    Clostridium novyi NT
0.0000	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	S	1501	                  Clostridium pasteurianum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	86416	                    Clostridium pasteurianum BC1
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S	755731	                  Clostridium sp. BNL1100
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	169679	                  Clostridium saccharobutylicum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1519	                  Clostridium tyrobutyricum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1520	                  Clostridium beijerinckii
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	36745	                  Clostridium saccharoperbutylacetonicum
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	217159	                  Clostridium carboxidivorans
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	536227	                    Clostridium carboxidivorans P7
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1548	                  Clostridium scatologenes
0.0000	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	F1	189971	                unclassified Clostridiaceae
0.0000	6	6	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	1	0	0	0	0	1	1	S	2082193	                  Clostridiaceae bacterium 14S0207
0.0000	5	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	G	49082	                Candidatus Arthromitus
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	S	49118	                  Candidatus Arthromitus sp. SFB-mouse
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	S1	1029718	                    Candidatus Arthromitus sp. SFB-mouse-Japan
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1508644	                  Candidatus Arthromitus sp. SFB-mouse-NL
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	G	390805	                Geosporobacter
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1424294	                  Geosporobacter ferrireducens
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	G	114627	                Alkaliphilus
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	208226	                  Alkaliphilus metalliredigens
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	293826	                    Alkaliphilus metalliredigens QYMF
0.0880	39118	5406	9	0	40	8	9	0	32	5	6	1	70	9	2	0	24	2	38650	5334	189	32	64	15	23	0	O1	186813	              unclassified Clostridiales
0.0615	27348	0	8	0	22	0	7	0	17	0	2	0	42	0	2	0	18	0	27061	0	117	0	31	0	21	0	G	946234	                Flavonifractor
0.0615	27348	27348	8	8	22	22	7	7	17	17	2	2	42	42	2	2	18	18	27061	27061	117	117	31	31	21	21	S	292800	                  Flavonifractor plautii
0.0143	6364	0	1	0	10	0	2	0	10	0	3	0	19	0	0	0	4	0	6255	0	40	0	18	0	2	0	G	1392389	                Intestinimonas
0.0143	6364	6364	1	1	10	10	2	2	10	10	3	3	19	19	0	0	4	4	6255	6255	40	40	18	18	2	2	S	1297617	                  Intestinimonas butyriciproducens
0.0581	25809	0	3	0	31	0	5	0	22	0	1	0	71	0	0	0	20	0	25417	0	147	0	70	0	22	0	F	990719	              Christensenellaceae
0.0581	25809	0	3	0	31	0	5	0	22	0	1	0	71	0	0	0	20	0	25417	0	147	0	70	0	22	0	G	990721	                Christensenella
0.0581	25809	25809	3	3	31	31	5	5	22	22	1	1	71	71	0	0	20	20	25417	25417	147	147	70	70	22	22	S	1805714	                  Christensenella massiliensis
0.0443	19677	58	4	1	33	0	3	0	24	0	4	0	46	0	3	0	21	0	19322	55	133	1	68	1	16	0	F	186804	              Peptostreptococcaceae
0.0431	19159	0	3	0	32	0	2	0	24	0	3	0	44	0	3	0	16	0	18830	0	120	0	66	0	16	0	G	1870884	                Clostridioides
0.0431	19159	18682	3	3	32	32	2	2	24	24	3	3	44	44	3	0	16	16	18830	18367	120	112	66	63	16	16	S	1496	                  Clostridioides difficile
0.0011	477	477	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	463	463	8	8	3	3	0	0	S1	699035	                    Clostridioides difficile M120
0.0009	393	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	5	0	373	0	10	0	1	0	0	0	G	1849828	                Paeniclostridium
0.0009	393	393	0	0	1	1	1	1	0	0	1	1	1	1	0	0	5	5	373	373	10	10	1	1	0	0	S	1505	                  Paeniclostridium sordellii
0.0001	44	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0	0	0	0	0	0	F1	200630	                unclassified Peptostreptococcaceae
0.0001	44	44	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	43	43	0	0	0	0	0	0	S	2081703	                  Peptostreptococcaceae bacterium oral taxon 929
0.0000	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	G	44259	                Filifactor
0.0000	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	S	143361	                  Filifactor alocis
0.0000	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	1	1	0	0	0	0	S1	546269	                    Filifactor alocis ATCC 35896
0.0000	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	G	1481960	                Peptoclostridium
0.0000	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	S	1731	                  Peptoclostridium acidaminophilum
0.0000	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	1	0	0	0	0	S1	1286171	                    Peptoclostridium acidaminophilum DSM 3953
0.0265	11785	5	7	0	8	0	5	0	9	0	2	0	23	0	0	0	13	0	11607	5	69	0	36	0	6	0	F	186806	              Eubacteriaceae
0.0265	11780	255	7	0	8	0	5	0	9	0	2	0	23	0	0	0	13	3	11602	251	69	0	36	1	6	0	G	1730	                Eubacterium
0.0149	6625	6625	4	4	3	3	4	4	2	2	1	1	12	12	0	0	7	7	6507	6507	55	55	26	26	4	4	S	39488	                  [Eubacterium] hallii
0.0109	4853	366	3	0	5	0	1	0	6	1	1	0	11	1	0	0	3	0	4798	362	14	0	9	2	2	0	S	1736	                  Eubacterium limosum
0.0101	4487	4487	3	3	5	5	1	1	5	5	1	1	10	10	0	0	3	3	4436	4436	14	14	7	7	2	2	S1	903814	                    Eubacterium limosum KIST612
0.0001	47	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	S	39485	                  [Eubacterium] eligens
0.0001	47	47	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	46	46	0	0	0	0	0	0	S1	515620	                    [Eubacterium] eligens ATCC 27750
0.0019	835	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	825	0	5	0	0	0	0	0	F	216572	              Oscillospiraceae
0.0019	835	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	825	0	5	0	0	0	0	0	G	459786	                Oscillibacter
0.0019	835	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	825	0	5	0	0	0	0	0	S	351091	                  Oscillibacter valericigenes
0.0019	835	835	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	1	825	825	5	5	0	0	0	0	S1	693746	                    Oscillibacter valericigenes Sjm18-20
0.0002	83	5	5	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	64	5	3	0	2	0	0	0	F	186807	              Peptococcaceae
0.0001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	0	0	0	G	1562	                Desulfotomaculum
0.0001	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	1	0	0	0	0	0	S	1564	                  Desulfotomaculum ruminis
0.0001	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	1	1	0	0	0	0	S1	696281	                    Desulfotomaculum ruminis DSM 2154
0.0000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	S	59610	                  Desulfotomaculum reducens
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S1	349161	                    Desulfotomaculum reducens MI-1
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1833852	                  Desulfotomaculum ferrireducens
0.0000	18	0	5	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	G	79206	                Desulfosporosinus
0.0000	17	0	5	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	S	79209	                  Desulfosporosinus meridiei
0.0000	17	17	5	5	6	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	S1	768704	                    Desulfosporosinus meridiei DSM 13257
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	885581	                  Desulfosporosinus acidiphilus
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	646529	                    Desulfosporosinus acidiphilus SJ4
0.0000	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	G	36853	                Desulfitobacterium
0.0000	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	S	49338	                  Desulfitobacterium hafniense
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	S1	138119	                    Desulfitobacterium hafniense Y51
0.0000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	G	51514	                Dehalobacterium
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	S	51515	                  Dehalobacterium formicoaceticum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	G	56112	                Dehalobacter
0.0000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	O1	538999	              Clostridiales incertae sedis
0.0000	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	F	543314	                Clostridiales Family XIII. Incertae Sedis
0.0000	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	S	143393	                  [Eubacterium] sulci
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	S1	888727	                    Eubacterium sulci ATCC 35585
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	F	68298	              Syntrophomonadaceae
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	G	862	                Syntrophomonas
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S	863	                  Syntrophomonas wolfei
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S1	370885	                    Syntrophomonas wolfei subsp. wolfei
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S2	335541	                      Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	F	31984	              Heliobacteriaceae
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	G	2697	                Heliobacterium
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S	35701	                  Heliobacterium modesticaldum
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	498761	                    Heliobacterium modesticaldum Ice1
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	F	543349	              Symbiobacteriaceae
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	G	2733	                Symbiobacterium
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	2734	                  Symbiobacterium thermophilum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	292459	                    Symbiobacterium thermophilum IAM 14863
0.0001	33	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	29	0	2	0	0	0	0	0	O	68295	            Thermoanaerobacterales
0.0001	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26	0	2	0	0	0	0	0	F	186814	              Thermoanaerobacteraceae
0.0001	29	29	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	26	26	2	2	0	0	0	0	G	1754	                Thermoanaerobacter
0.0000	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	F	543371	              Thermoanaerobacterales Family III. Incertae Sedis
0.0000	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	G	28895	                Thermoanaerobacterium
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	S	1517	                  Thermoanaerobacterium thermosaccharolyticum
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	F	227387	              Thermodesulfobiaceae
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	G	227388	                Thermodesulfobium
0.0068	3029	0	1	0	1	0	3	0	2	0	0	0	5	0	0	0	2	0	2984	0	28	0	3	0	0	0	C	526524	          Erysipelotrichia
0.0068	3029	0	1	0	1	0	3	0	2	0	0	0	5	0	0	0	2	0	2984	0	28	0	3	0	0	0	O	526525	            Erysipelotrichales
0.0068	3029	228	1	0	1	0	3	0	2	0	0	0	5	1	0	0	2	0	2984	227	28	0	3	0	0	0	F	128827	              Erysipelotrichaceae
0.0036	1609	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	1597	0	5	0	0	0	0	0	F1	433334	                unclassified Erysipelotrichaceae
0.0036	1609	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	1597	0	5	0	0	0	0	0	F2	544447	                  unclassified Erysipelotrichaceae (miscellaneous)
0.0036	1609	1609	0	0	0	0	0	0	2	2	0	0	3	3	0	0	2	2	1597	1597	5	5	0	0	0	0	S	1834207	                    Erysipelotrichaceae bacterium I46
0.0023	1034	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1031	0	2	0	0	0	0	0	G	1729679	                Faecalibaculum
0.0023	1034	1034	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1031	1031	2	2	0	0	0	0	S	1702221	                  Faecalibaculum rodentium
0.0004	156	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	128	0	20	0	3	0	0	0	G	191303	                Turicibacter
0.0004	156	156	1	1	1	1	3	3	0	0	0	0	0	0	0	0	0	0	128	128	20	20	3	3	0	0	S	1712675	                  Turicibacter sp. H121
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	G	1647	                Erysipelothrix
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	S	1514105	                  Erysipelothrix larvae
0.0026	1154	1	0	0	2	0	0	0	3	0	0	0	2	0	0	0	4	0	1133	1	4	0	6	0	0	0	C	1737404	          Tissierellia
0.0026	1153	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0	4	0	1132	0	4	0	6	0	0	0	O	1737405	            Tissierellales
0.0026	1151	2	0	0	2	0	0	0	3	0	0	0	2	0	0	0	4	0	1130	2	4	0	6	0	0	0	F	1570339	              Peptoniphilaceae
0.0026	1140	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	4	0	1120	0	4	0	6	0	0	0	G	1161127	                Murdochiella
0.0026	1140	1140	0	0	2	2	0	0	2	2	0	0	2	2	0	0	4	4	1120	1120	4	4	6	6	0	0	S	1852373	                  Murdochiella vaginalis
0.0000	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	G	543311	                Parvimonas
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	S	33033	                  Parvimonas micra
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	G	165779	                Anaerococcus
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	33034	                  Anaerococcus prevotii
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	525919	                    Anaerococcus prevotii DSM 20548
0.0000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	150022	                Finegoldia
0.0000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1260	                  Finegoldia magna
0.0000	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	334413	                    Finegoldia magna ATCC 29328
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	F	2042895	              Gottschalkiaceae
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	G	1505664	                Gottschalkia
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S	1556	                  Gottschalkia acidurici
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	1128398	                    Gottschalkia acidurici 9a
0.0004	156	7	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	148	3	4	3	1	0	0	0	C	909932	          Negativicutes
0.0003	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	120	0	0	0	0	0	0	0	O	1843489	            Veillonellales
0.0003	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	120	0	0	0	0	0	0	0	F	31977	              Veillonellaceae
0.0003	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	120	0	0	0	0	0	0	0	G	906	                Megasphaera
0.0003	121	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	120	2	0	0	0	0	0	0	S	907	                  Megasphaera elsdenii
0.0003	118	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	118	0	0	0	0	0	0	S1	1458465	                    Megasphaera elsdenii 14-14
0.0000	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	O	1843488	            Acidaminococcales
0.0000	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	F	909930	              Acidaminococcaceae
0.0000	20	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	1	1	0	0	G	904	                Acidaminococcus
0.0000	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	S	187327	                  Acidaminococcus intestini
0.0000	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	S1	568816	                    Acidaminococcus intestini RyC-MR95
0.0000	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	S	905	                  Acidaminococcus fermentans
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	S1	591001	                    Acidaminococcus fermentans DSM 20731
0.0000	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	O	909929	            Selenomonadales
0.0000	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	F	1843491	              Selenomonadaceae
0.0000	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	G	970	                Selenomonas
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	971	                  Selenomonas ruminantium
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S1	114197	                    Selenomonas ruminantium subsp. lactilytica
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S2	927704	                      Selenomonas ruminantium subsp. lactilytica TAM6421
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	G	158846	                Megamonas
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	158847	                  Megamonas hypermegale
0.0000	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	P1	33974	          unclassified Firmicutes sensu stricto
0.0000	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	P2	84086	            unclassified Firmicutes sensu stricto (miscellaneous)
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	S	243899	              endosymbiont 'TC1' of Trimyema compressum
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	G	1930845	            Ndongobacter
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1871025	              Ndongobacter massiliensis
0.6909	307035	4268	764	1	935	4	10897	3	1636	8	296	2	2915	11	162	0	659	7	241924	4125	44709	75	631	6	1507	26	P	201174	        Actinobacteria
0.6144	273042	43408	759	200	915	261	10886	314	1588	254	291	80	2826	230	156	81	646	215	208525	38940	44595	2405	612	113	1243	315	C	1760	          Actinobacteria
0.3863	171682	0	66	0	291	0	218	0	333	0	65	0	695	0	26	0	305	0	168643	0	604	0	239	0	197	0	O	85004	            Bifidobacteriales
0.3863	171682	5052	66	0	291	7	218	1	333	8	65	2	695	22	26	0	305	2	168643	4984	604	10	239	10	197	6	F	31953	              Bifidobacteriaceae
0.3739	166181	120349	61	49	232	192	29	22	320	231	61	36	659	486	25	17	302	220	163645	118398	440	362	225	194	182	142	G	1678	                Bifidobacterium
0.0429	19052	12880	2	2	2	2	3	1	34	24	12	9	75	53	2	1	30	24	18879	12757	3	1	2	2	8	4	S	1694	                  Bifidobacterium pseudolongum
