perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	12_all	12_lvl	lvl_type	taxid	name
0.0074	3305	3305	1	1	5	5	3	3	2	2	1	1	8	8	0	0	2	2	3236	3236	30	30	17	17	0	0	S	1965634	                  Flavonifractor sp. An4
0.0054	2417	1821	0	0	3	2	0	0	3	3	0	0	3	3	0	0	1	0	2394	1801	8	8	2	2	3	2	S	292800	                  Flavonifractor plautii
0.0007	304	304	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	302	302	0	0	0	0	0	0	S1	742738	                    Flavonifractor plautii 1_3_50AFAA
0.0007	292	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	291	0	0	0	0	1	1	S1	411475	                    Flavonifractor plautii ATCC 29863
0.0043	1922	1922	0	0	3	3	0	0	0	0	0	0	2	2	0	0	1	1	1905	1905	8	8	2	2	1	1	S	1965544	                  Flavonifractor sp. An112
0.0043	1908	1908	2	2	2	2	1	1	2	2	1	1	0	0	0	0	0	0	1877	1877	16	16	6	6	1	1	S	1965642	                  Flavonifractor sp. An52
0.0036	1604	1604	0	0	1	1	0	0	1	1	0	0	3	3	0	0	0	0	1582	1582	12	12	3	3	2	2	S	1965666	                  Flavonifractor sp. An92
0.0390	17331	17331	1	1	22	22	6	6	19	19	6	6	53	53	2	2	15	15	17032	17032	99	99	59	59	17	17	S	1965548	                  Drancourtella sp. An12
0.0280	12441	12441	7	7	14	14	3	3	16	16	3	3	47	47	0	0	8	8	12238	12238	57	57	37	37	11	11	S	1965647	                  Drancourtella sp. An57
0.0193	8561	8561	0	0	14	14	0	0	11	11	2	2	19	19	1	1	2	2	8397	8397	77	77	33	33	5	5	S	1965573	                  Drancourtella sp. An177
0.0125	5560	5560	1	1	12	12	2	2	7	7	2	2	13	13	0	0	2	2	5446	5446	38	38	31	31	6	6	S	1965589	                  Drancourtella sp. An210
0.0007	333	333	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	326	326	4	4	1	1	0	0	S	1632013	                  Drancourtella massiliensis
0.0369	16415	16415	3	3	51	51	10	10	17	17	2	2	31	31	0	0	16	16	16154	16154	80	80	44	44	7	7	S	1965587	                  Anaeromassilibacillus sp. An200
0.0312	13844	13844	3	3	21	21	3	3	18	18	2	2	25	25	1	1	6	6	13606	13606	88	88	51	51	20	20	S	1965604	                  Anaeromassilibacillus sp. An250
0.0175	7761	7761	1	1	9	9	0	0	11	11	3	3	24	24	2	2	5	5	7659	7659	28	28	10	10	9	9	S	1965570	                  Anaeromassilibacillus sp. An172
0.0084	3755	3755	3	3	7	7	0	0	7	7	1	1	9	9	0	0	3	3	3622	3622	61	61	36	36	6	6	S	2041843	                  Anaeromassilibacillus sp. Marseille-P4683
0.0004	159	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	157	0	0	2	2	0	0	S	2086583	                  Anaeromassilibacillus sp. Marseille-P3876
0.0002	103	103	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	98	98	4	4	0	0	0	0	S	1944639	                  Anaeromassilibacillus sp. Marseille-P3371
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S	1673717	                  Anaeromassilibacillus senegalensis
0.0617	27430	0	6	0	10	0	21	0	32	0	10	0	61	0	1	0	33	0	27105	0	98	0	30	0	23	0	S	214851	                  Subdoligranulum variabile
0.0617	27430	27430	6	6	10	10	21	21	32	32	10	10	61	61	1	1	33	33	27105	27105	98	98	30	30	23	23	S1	411471	                    Subdoligranulum variabile DSM 15176
0.0031	1358	1358	1	1	0	0	2	2	3	3	2	2	4	4	1	1	5	5	1328	1328	8	8	2	2	2	2	S	2086273	                  Subdoligranulum sp. APC924/74
0.0012	529	529	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	523	523	3	3	1	1	1	1	S	2302962	                  Subdoligranulum sp. OF01-18
0.0009	388	388	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	378	378	8	8	1	1	0	0	S	2302959	                  Subdoligranulum sp. AF14-43
0.0005	201	201	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	197	197	2	2	0	0	0	0	S	2302963	                  Subdoligranulum sp. TF05-17AC
0.0004	163	163	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	160	160	1	1	1	1	0	0	S	665956	                  Subdoligranulum sp. 4_3_54A2FAA
0.0001	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	48	1	1	0	0	0	0	S	2302960	                  Subdoligranulum sp. AM16-9
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	S	2302961	                  Subdoligranulum sp. AM23-21AC
0.0324	14404	14404	0	0	10	10	2	2	18	18	2	2	46	46	0	0	19	19	14224	14224	53	53	23	23	7	7	S	1965639	                  Gemmiger sp. An50
0.0199	8854	8854	2	2	4	4	5	5	8	8	0	0	17	17	0	0	6	6	8720	8720	65	65	23	23	4	4	S	1965549	                  Gemmiger sp. An120
0.0061	2715	2715	0	0	4	4	0	0	2	2	0	0	10	10	0	0	5	5	2670	2670	13	13	10	10	1	1	S	1965662	                  Gemmiger sp. An87
0.0027	1212	1212	1	1	1	1	1	1	1	1	0	0	5	5	0	0	0	0	1196	1196	6	6	0	0	1	1	S	1965582	                  Gemmiger sp. An194
0.0026	1148	1148	1	1	0	0	0	0	2	2	0	0	2	2	2	2	1	1	1133	1133	5	5	1	1	1	1	S	745368	                  Gemmiger formicilis
0.0654	29065	29065	9	9	20	20	5	5	31	31	7	7	63	63	0	0	33	33	28780	28780	77	77	34	34	6	6	S	1650663	                  Fournierella massiliensis
0.0260	11576	11576	2	2	16	16	1	1	12	12	3	3	25	25	0	0	7	7	11402	11402	64	64	42	42	2	2	S	2292374	                  Ruminococcus sp. OM05-10BH
0.0004	197	197	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	196	196	0	0	0	0	0	0	S	2293181	                  Ruminococcus sp. AF43-11
0.0004	194	194	0	0	1	1	0	0	0	0	0	0	3	3	0	0	0	0	188	188	2	2	0	0	0	0	S	2293174	                  Ruminococcus sp. AF31-8BH
0.0004	191	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	190	1	1	0	0	0	0	S	2292069	                  Ruminococcus sp. AF41-9
0.0004	179	179	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	176	176	1	1	1	1	0	0	S	2292249	                  Ruminococcus sp. AF18-22
0.0003	151	132	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	148	129	0	0	2	2	0	0	S	46228	                  Ruminococcus lactaris
0.0000	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	S1	1073376	                    Ruminococcus lactaris CC59_002D
0.0000	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	S1	471875	                    Ruminococcus lactaris ATCC 29176
0.0003	150	150	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	147	147	0	0	0	0	0	0	S	40518	                  Ruminococcus bromii
0.0002	100	100	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	99	99	0	0	0	0	0	0	S	2293167	                  Ruminococcus sp. AF25-28AC
0.0002	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	74	0	0	0	0	0	0	S	2292376	                  Ruminococcus sp. OM08-7
0.0002	71	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	71	0	0	0	0	0	0	S	2292247	                  Ruminococcus sp. AF14-10
0.0002	67	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	67	0	0	0	0	0	0	S	2293233	                  Ruminococcus sp. OM07-17
0.0001	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	0	0	0	0	0	0	S	2293231	                  Ruminococcus sp. OM04-4AA
0.0001	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	47	1	1	0	0	0	0	S	2293226	                  Ruminococcus sp. AM54-1NS
0.0001	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	46	0	0	0	0	0	0	S	2292252	                  Ruminococcus sp. AF24-32LB
0.0001	45	45	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	44	44	0	0	0	0	0	0	S	2293176	                  Ruminococcus sp. AF33-11BH
0.0001	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	0	0	0	0	0	0	S	1671366	                  Ruminococcus sp. DSM 100440
0.0001	29	29	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	25	25	1	1	0	0	0	0	S	2292372	                  Ruminococcus sp. AM42-11
0.0001	28	28	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	0	2	2	0	0	S	2364796	                  Ruminococcus sp. Marseille-P6503
0.0001	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	0	0	0	0	0	0	S	2293220	                  Ruminococcus sp. AM46-18
0.0001	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	S	438033	                  Ruminococcus gauvreauii
0.0001	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	0	0	0	0	0	0	S1	1123075	                    Ruminococcus gauvreauii DSM 19829
0.0000	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	0	0	S	2293214	                  Ruminococcus sp. AM41-2AC
0.0000	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0	0	0	0	S	2293147	                  Ruminococcus sp. AF14-5
0.0000	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	S	2292070	                  Ruminococcus sp. AF42-9BH
0.0000	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0	S	2292373	                  Ruminococcus sp. AM58-7XD
0.0000	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0	S	2293184	                  Ruminococcus sp. AM16-34
0.0000	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	S	2293238	                  Ruminococcus sp. TF08-4
0.0000	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	S	2293228	                  Ruminococcus sp. OF02-6
0.0000	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	S	2293177	                  Ruminococcus sp. AF34-12
0.0000	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	S	2293190	                  Ruminococcus sp. AM26-12LB
0.0000	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	S	2293166	                  Ruminococcus sp. AF25-23LB
0.0000	10	10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	S	2292074	                  Ruminococcus sp. AM22-13
0.0000	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	S	2292068	                  Ruminococcus sp. AF37-6AT
0.0000	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	S	40519	                  Ruminococcus callidus
0.0000	8	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	7	7	0	0	0	0	0	0	S1	411473	                    Ruminococcus callidus ATCC 27760
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	S	2293204	                  Ruminococcus sp. AM32-17LB
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	S	2292251	                  Ruminococcus sp. AF21-42
0.0000	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	S	2293203	                  Ruminococcus sp. AM31-32
0.0000	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	S	1161942	                  Ruminococcus champanellensis
0.0000	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	S1	213810	                    Ruminococcus champanellensis 18P13 = JCM 17042
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	S	2293151	                  Ruminococcus sp. AF17-12
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	S	2302958	                  Ruminococcus sp. OM02-16LB
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	S	2293212	                  Ruminococcus sp. AM40-10AC
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	S	2293175	                  Ruminococcus sp. AF32-2AC
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	4	0	0	0	0	0	0	S	1265	                  Ruminococcus flavefaciens
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	S	2293148	                  Ruminococcus sp. AF16-40
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	S	1264	                  Ruminococcus albus
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	S	2293229	                  Ruminococcus sp. OF03-6AA
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S	2293234	                  Ruminococcus sp. OM07-7
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S	2293192	                  Ruminococcus sp. AM27-16
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S	2292250	                  Ruminococcus sp. AF21-3
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S	2293205	                  Ruminococcus sp. AM33-14
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S	2293180	                  Ruminococcus sp. AF42-10
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	S	2293173	                  Ruminococcus sp. AF31-14BH
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S	2292375	                  Ruminococcus sp. OM06-36AC
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S	1514668	                  Ruminococcus sp. HUN007
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S	2292248	                  Ruminococcus sp. AF17-22AC
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	2293206	                  Ruminococcus sp. AM34-10LB
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2293207	                  Ruminococcus sp. AM34-9LB
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2293150	                  Ruminococcus sp. AF17-11
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2293237	                  Ruminococcus sp. TF06-23
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2293165	                  Ruminococcus sp. AF25-19
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2293213	                  Ruminococcus sp. AM41-10BH
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	877411	                  Ruminococcus sp. NK3A76
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2293221	                  Ruminococcus sp. AM47-2BH
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2292071	                  Ruminococcus sp. AF45-4BH
0.0270	11991	11991	1	1	13	13	1	1	8	8	1	1	24	24	0	0	4	4	11874	11874	39	39	19	19	7	7	S	1871035	                  Negativibacillus massiliensis
0.0249	11063	11063	3	3	20	20	7	7	16	16	1	1	13	13	0	0	9	9	10829	10829	115	115	45	45	5	5	S	1965588	                  Anaerofilum sp. An201
0.0237	10540	10540	1	1	4	4	1	1	11	11	4	4	19	19	0	0	6	6	10459	10459	21	21	7	7	7	7	S	1550024	                  Ruthenibacterium lactatiformans
0.0226	10025	10025	2	2	3	3	1	1	16	16	2	2	19	19	0	0	6	6	9923	9923	26	26	24	24	3	3	S	1871018	                  Angelakisella massiliensis
0.0078	3488	3488	1	1	5	5	1	1	7	7	1	1	7	7	0	0	0	0	3429	3429	22	22	11	11	4	4	S	2291991	                    Ruminococcaceae bacterium AM07-15
0.0017	762	762	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	0	758	758	1	1	0	0	0	0	S	552398	                    Ruminococcaceae bacterium D16
0.0016	697	697	1	1	1	1	0	0	0	0	1	1	0	0	0	0	5	5	686	686	1	1	1	1	1	1	S	2292269	                    Ruminococcaceae bacterium AM28-23LB
0.0012	547	547	0	0	0	0	0	0	1	1	3	3	0	0	0	0	2	2	540	540	1	1	0	0	0	0	S	1627893	                    Ruminococcaceae bacterium cv2
0.0008	341	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	338	2	2	0	0	1	1	S	1898205	                    Ruminococcaceae bacterium
0.0003	135	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	134	1	1	0	0	0	0	S	1520815	                    Ruminococcaceae bacterium D5
0.0002	108	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	107	107	0	0	0	0	0	0	S	2292270	                    Ruminococcaceae bacterium TF06-43
0.0002	76	76	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	74	74	0	0	0	0	0	0	S	2292180	                    Ruminococcaceae bacterium AF10-16
0.0001	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	57	0	0	1	1	0	0	S	1852383	                    Ruminococcaceae bacterium Marseille-P2935
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S	1520817	                    Ruminococcaceae bacterium FB2012
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1200751	                    Ruminococcaceae bacterium P7
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2048667	                    Ruminococcaceae bacterium HV4-5-B5C
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1572656	                    Ruminococcaceae bacterium CPB6
0.0034	1523	1313	0	0	0	0	0	0	1	1	0	0	6	6	0	0	0	0	1502	1295	9	6	4	4	1	1	S	1535	                  [Clostridium] leptum
0.0005	210	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	207	3	3	0	0	0	0	S1	428125	                    [Clostridium] leptum DSM 753
0.0011	484	474	0	0	1	1	0	0	1	1	0	0	2	2	0	0	0	0	463	454	12	12	3	2	2	2	S	39492	                  [Eubacterium] siraeum
0.0000	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	1	1	0	0	S1	428128	                    [Eubacterium] siraeum DSM 15702
0.0005	229	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	227	0	0	0	0	0	0	0	S	84026	                  [Clostridium] methylpentosum
0.0005	229	229	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	227	227	0	0	0	0	0	0	S1	537013	                    [Clostridium] methylpentosum DSM 5476
0.0004	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	192	0	2	0	0	0	0	0	S	1549	                  [Clostridium] sporosphaeroides
0.0004	196	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	192	192	2	2	0	0	0	0	S1	1121334	                    [Clostridium] sporosphaeroides DSM 1294
0.0000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	S	47246	                  [Clostridium] viride
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	S1	1121344	                    [Clostridium] viride DSM 6836
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	29343	                  [Clostridium] cellulosi
0.0102	4546	4546	0	0	1	1	0	0	4	4	1	1	11	11	0	0	2	2	4495	4495	13	13	18	18	1	1	S	1841868	                  Provencibacterium massiliense
0.0059	2632	2632	1	1	4	4	4	4	1	1	0	0	1	1	0	0	2	2	2600	2600	11	11	6	6	2	2	S	2479843	                  Agathobaculum sp. Marseille-P7918
0.0022	961	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	952	0	3	0	1	0	0	0	S	39484	                  Agathobaculum desmolans
0.0022	961	961	0	0	1	1	0	0	1	1	0	0	2	2	0	0	1	1	952	952	3	3	1	1	0	0	S1	1408437	                    Agathobaculum desmolans ATCC 43058
0.0002	92	92	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	91	91	0	0	0	0	0	0	S	1628085	                  Agathobaculum butyriciproducens
0.0070	3105	2931	0	0	6	6	0	0	4	3	2	2	8	8	0	0	2	2	3054	2884	17	16	12	10	0	0	S	169435	                  Anaerotruncus colihominis
0.0004	174	174	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	170	170	1	1	2	2	0	0	S1	445972	                    Anaerotruncus colihominis DSM 17241
0.0004	178	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	178	0	0	0	0	0	0	S	2320082	                  Anaerotruncus sp. 1XD22-93
0.0002	86	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	86	0	0	0	0	0	0	S	1235835	                  Anaerotruncus sp. G3(2012)
0.0001	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	0	0	0	0	S	1673720	                  Anaerotruncus massiliensis
0.0001	25	25	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	24	24	0	0	0	0	0	0	S	2292191	                  Anaerotruncus sp. AF02-27
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	S	2044573	                  Anaerotruncus sp. Marseille-P4302
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S	1720200	                  Anaerotruncus rubiinfantis
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2321404	                  Anaerotruncus sp. 22A2-44
0.0033	1482	1482	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1477	1477	0	0	1	1	1	1	S	1849041	                  Harryflintia acetispora
0.0013	563	563	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	555	555	5	5	0	0	0	0	S	1852384	                  Massilimaliae massiliensis
0.0004	190	190	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	187	187	2	2	0	0	0	0	S	1987501	                  Massilimaliae timonensis
0.0008	366	366	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	360	360	2	2	2	2	0	0	S	1776382	                  Neglecta timonensis
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	S	2014781	                  Neglecta sp. Marseille-P3890
0.0003	147	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	143	0	0	3	3	1	1	S	2320081	                  Acutalibacter sp. 1XD8-33
0.0003	147	147	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	146	146	0	0	0	0	0	0	S	2041842	                  Neobitarella massiliensis
0.0003	145	145	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	142	142	1	1	0	0	0	0	S	290052	                  Acetivibrio ethanolgignens
0.0000	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	S	44749	                  Sporobacter termitidis
0.0000	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	S1	1123282	                    Sporobacter termitidis DSM 10068
0.0000	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	S	1720313	                  Bittarella massiliensis
0.0000	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	S	253239	                  Ethanoligenens harbinense
0.0000	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	1	1	0	0	0	0	S	258515	                  Acetanaerobacterium elongatum
0.0000	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	S	1917873	                  Pygmaiobacter massiliensis
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	S	1841867	                  Phocea massiliensis
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S	2507162	                  Caproiciproducens sp. NJN-50
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	S	1944642	                  Marasmitruncus massiliensis
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	100176	                  Papillibacter cinnamivorans
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	1122930	                    Papillibacter cinnamivorans DSM 12816
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	1470354	                  Candidatus Soleaferrea massiliensis
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	1211843	                    Candidatus Soleaferrea massiliensis AP7
0.2495	110881	110881	11	11	51	51	9	9	127	127	19	19	245	245	3	3	29	29	109919	109919	307	307	122	122	39	39	S	1965603	                  Blautia sp. An249
0.1681	74691	74691	18	18	77	77	12	12	103	103	13	13	273	273	3	3	38	38	73301	73301	485	485	278	278	90	90	S	1965659	                  Blautia sp. An81
0.1146	50926	50926	15	15	45	45	13	13	77	77	17	17	154	154	1	1	21	21	50031	50031	329	329	190	190	33	33	S	1965636	                  Blautia sp. An46
0.0048	2131	2065	0	0	2	2	1	1	7	7	1	1	6	6	0	0	0	0	2091	2027	15	15	5	5	3	1	S	40520	                  Blautia obeum
