perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	12_all	12_lvl	lvl_type	taxid	name
0.0000	4	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S1	1344042	                    Enterococcus faecium T110
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	1104325	                    Enterococcus faecium NRRL B-2354
0.0054	2379	2379	0	0	420	420	205	205	0	0	1	1	6	6	3	3	937	937	733	733	72	72	2	2	0	0	S	53345	                  Enterococcus durans
0.0010	460	415	0	0	3	2	1	1	321	313	0	0	1	1	0	0	0	0	118	83	15	14	0	0	1	1	S	1351	                  Enterococcus faecalis
0.0001	29	29	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	28	28	0	0	0	0	0	0	S1	1206105	                    Enterococcus faecalis D32
0.0000	8	8	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	S1	565651	                    Enterococcus faecalis ARO1/DG
0.0000	7	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	S1	226185	                    Enterococcus faecalis V583
0.0000	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	474186	                    Enterococcus faecalis OG1RF
0.0003	112	112	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	109	109	0	0	0	0	1	1	S	160453	                  Enterococcus gilvus
0.0001	60	53	0	0	0	0	10	9	0	0	0	0	0	0	0	0	1	1	4	4	45	39	0	0	0	0	S	1354	                  Enterococcus hirae
0.0000	7	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	S1	768486	                    Enterococcus hirae ATCC 9790
0.0001	35	35	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	1	5	5	27	27	0	0	0	0	S	2060307	                  Enterococcus sp. FDAARGOS_375
0.0000	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	S	37734	                  Enterococcus casseliflavus
0.0000	22	22	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0	0	S1	565655	                    Enterococcus casseliflavus EC20
0.0000	12	12	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	4	4	5	5	0	0	0	0	S	417368	                  Enterococcus thailandicus
0.0000	6	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	S	53346	                  Enterococcus mundtii
0.0000	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	1300150	                    Enterococcus mundtii QU 25
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0	0	0	S	1353	                  Enterococcus gallinarum
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	S	2057791	                  Enterococcus sp. CR-Ec1
0.0001	23	23	0	0	7	7	13	13	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	S	519472	                  Vagococcus teuberi
0.0000	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	S	51669	                  Tetragenococcus halophilus
0.0019	861	861	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	6	849	849	5	5	0	0	S	51665	                  Aerococcus urinaeequi
0.0004	175	175	0	0	6	6	10	10	0	0	0	0	0	0	0	0	0	0	0	0	157	157	2	2	0	0	S	1377	                  Aerococcus viridans
0.0000	13	13	0	0	1	1	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	S	1376	                  Aerococcus urinae
0.0000	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	87541	                  Aerococcus christensenii
0.0004	185	185	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	124	124	57	57	3	3	0	0	S	1631871	                  Weissella jogaejeotgali
0.0002	68	68	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	2	63	63	0	0	0	0	S	1249	                  Weissella paramesenteroides
0.0001	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	1	1	0	0	0	0	S	137591	                  Weissella cibaria
0.0000	4	4	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	759620	                  Weissella ceti
0.0003	133	10	0	0	3	0	3	2	0	0	0	0	0	0	0	0	1	1	120	5	6	2	0	0	0	0	S	1245	                  Leuconostoc mesenteroides
0.0003	123	123	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	115	115	4	4	0	0	0	0	S1	33967	                    Leuconostoc mesenteroides subsp. mesenteroides
0.0002	93	93	0	0	27	27	43	43	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	0	S	1246	                  Leuconostoc lactis
0.0000	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	S	1252	                  Leuconostoc carnosum
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	2	2	0	0	0	0	S1	1229758	                    Leuconostoc carnosum JB16
0.0000	7	7	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	S	1247	                  Oenococcus oeni
0.0010	443	443	1	1	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	435	435	3	3	0	0	S	1903686	                  Jeotgalibaca sp. PTS2502
0.0000	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	S	2751	                  Carnobacterium maltaromaticum
0.0000	5	5	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	S1	1234679	                    Carnobacterium maltaromaticum LMA28
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	1911586	                  Marinilactibacillus sp. 15R
0.0089	3945	3945	0	0	0	0	44	44	0	0	0	0	0	0	0	0	1	1	34	34	3822	3822	44	44	0	0	S	29385	                  Staphylococcus saprophyticus
0.0042	1871	1871	0	0	0	0	21	21	0	0	0	0	2	2	0	0	0	0	1	1	1820	1820	27	27	0	0	S	1288	                  Staphylococcus xylosus
0.0030	1327	1327	0	0	0	0	5	5	0	0	0	0	0	0	0	0	1	1	39	39	1268	1268	14	14	0	0	S	29382	                  Staphylococcus cohnii
0.0005	221	186	0	0	0	0	3	3	5	5	1	1	2	2	1	1	4	4	2	2	194	159	3	3	6	6	S	1280	                  Staphylococcus aureus
0.0001	35	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	9	0	0	0	0	S1	46170	                    Staphylococcus aureus subsp. aureus
0.0005	212	212	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	3	203	203	5	5	0	0	S	246432	                  Staphylococcus equorum
0.0003	123	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	120	3	3	0	0	S	61015	                  Staphylococcus succinus
0.0002	78	0	0	0	0	0	0	0	64	0	4	0	8	0	0	0	0	0	0	0	1	0	0	0	1	0	S	1290	                  Staphylococcus hominis
0.0002	78	78	0	0	0	0	0	0	64	64	4	4	8	8	0	0	0	0	0	0	1	1	0	0	1	1	S1	145391	                    Staphylococcus hominis subsp. hominis
0.0002	77	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	74	74	2	2	0	0	S	214473	                  Staphylococcus nepalensis
0.0001	40	40	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	39	39	0	0	0	0	0	0	S	283734	                  Staphylococcus pseudintermedius
0.0001	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31	0	0	0	0	S	1715860	                  Staphylococcus sp. AntiMn-1
0.0001	28	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	26	24	0	0	0	0	S	1296	                  Staphylococcus sciuri
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	S1	147467	                    Staphylococcus sciuri subsp. sciuri
0.0001	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	22	22	0	0	0	0	S	1286	                  Staphylococcus simulans
0.0000	21	17	0	0	0	0	0	0	3	3	0	0	10	10	1	1	2	2	0	0	5	1	0	0	0	0	S	1282	                  Staphylococcus epidermidis
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S1	1449752	                    Staphylococcus epidermidis PM221
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S1	176280	                    Staphylococcus epidermidis ATCC 12228
0.0000	21	21	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	S	70255	                  Staphylococcus condimenti
0.0000	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	S	29384	                  Staphylococcus kloosii
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	S	643214	                  Staphylococcus stepanovicii
0.0000	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	S	1281	                  Staphylococcus carnosus
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	S1	147448	                    Staphylococcus carnosus subsp. carnosus
0.0000	6	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	3	2	1	1	0	0	S	1283	                  Staphylococcus haemolyticus
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	279808	                    Staphylococcus haemolyticus JCSC1435
0.0000	6	5	0	0	0	0	1	0	1	1	0	0	2	2	0	0	1	1	0	0	1	1	0	0	0	0	S	29388	                  Staphylococcus capitis
0.0000	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	72758	                    Staphylococcus capitis subsp. capitis
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	S	985762	                  Staphylococcus agnetis
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	29379	                  Staphylococcus auricularis
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	46127	                  Staphylococcus felis
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	1284	                  Staphylococcus hyicus
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	S	1292	                  Staphylococcus warneri
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	1194526	                    Staphylococcus warneri SG1
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	45972	                  Staphylococcus pasteuri
0.0000	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	S	407035	                  Salinicoccus halodurans
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	S	1849491	                  Auricoccus indicus
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	S	1898474	                  Macrococcus sp. IME1552
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	S	69966	                  Macrococcus caseolyticus
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	458233	                    Macrococcus caseolyticus JCSC5402
0.0001	38	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	5	2	29	0	0	0	0	0	1	0	S	1405	                    Bacillus mycoides
0.0001	36	36	0	0	1	1	0	0	0	0	0	0	2	2	0	0	3	3	29	29	0	0	0	0	1	1	S1	315730	                      Bacillus mycoides KBAB4
0.0000	20	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	1	1	0	0	S	1396	                    Bacillus cereus
0.0000	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	1	1	0	0	0	0	S1	222523	                      Bacillus cereus ATCC 10987
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	1454382	                      Bacillus cereus D17
0.0000	12	11	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	1	1	2	2	S	1428	                    Bacillus thuringiensis
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	1442	                      Bacillus thuringiensis serovar tolworthi
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	1392	                    Bacillus anthracis
0.0001	61	61	1	1	7	7	33	33	0	0	0	0	0	0	0	0	0	0	2	2	18	18	0	0	0	0	S	79880	                  Bacillus clausii
0.0001	40	40	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	8	8	28	28	0	0	1	1	S	35841	                  Bacillus thermoamylovorans
0.0001	28	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	19	8	8	0	0	0	0	0	S	1398	                  Bacillus coagulans
0.0000	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	8	0	0	0	0	S1	1121088	                    Bacillus coagulans DSM 1 = ATCC 7050
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S1	345219	                    Bacillus coagulans 36D1
0.0000	9	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	1	0	S	324767	                  Bacillus infantis
0.0000	9	9	0	0	2	2	0	0	0	0	0	0	0	0	1	1	3	3	0	0	0	0	2	2	1	1	S1	1367477	                    Bacillus infantis NRRL B-14911
0.0000	6	6	0	0	2	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	859143	                  Bacillus kochii
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	S	1565991	                  Bacillus sp. X1(2014)
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	S	1423	                    Bacillus subtilis
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	135461	                      Bacillus subtilis subsp. subtilis
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	S	1408	                  Bacillus pumilus
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	1479	                  Bacillus smithii
0.0000	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1664069	                  Bacillus glycinifermentans
0.0000	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	98228	                  Bacillus sp. OxB-1
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	S	33941	                    Geobacillus thermoleovorans
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	1911587	                  Virgibacillus sp. 6R
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	1482	                  Virgibacillus halodenitrificans
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	1473	                  Virgibacillus pantothenticus
0.0000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	S	1449	                  Amphibacillus xylanus
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	S1	698758	                    Amphibacillus xylanus NBRC 15112
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1221500	                  Fictibacillus phosphorivorans
0.0000	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	33936	                  Aeribacillus pallidus
0.0000	16	16	0	0	6	6	3	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	6	S	1464	                  Paenibacillus larvae
0.0000	4	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	S	189425	                  Paenibacillus graminis
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	S	528191	                  Paenibacillus xylanexedens
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	1763538	                  Paenibacillus crassostreae
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S	61624	                  Paenibacillus mucilaginosus
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	S	414771	                  Paenibacillus donghaensis
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1406	                  Paenibacillus polymyxa
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	S	172713	                  Paenibacillus kribbensis
0.0000	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1536769	                  Paenibacillus sp. FSL P4-0081
0.0000	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	S	377615	                  Thermobacillus composti
0.0000	8	8	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	S1	717605	                    Thermobacillus composti KWC4
0.0000	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1465	                  Brevibacillus laterosporus
0.0000	6	6	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	S	2058136	                  Planococcus sp. MB-3u-03
0.0000	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	S	1750719	                  Kurthia sp. 11kri321
0.0000	3	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	76853	                  Solibacillus silvestris
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	241244	                  Rummeliibacillus stabekisii
0.0000	5	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	1639	                  Listeria monocytogenes
0.0000	2	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	563174	                    Listeria monocytogenes L99
0.0000	6	6	0	0	1	1	2	2	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	S	2756	                  Brochothrix thermosphacta
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	S	1471761	                  Novibacillus thermophilus
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	1214604	                  Tumebacillus algifaecis
0.0000	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1224749	                    Exiguobacterium sp. ZWU0009
0.1896	84254	84254	16	16	88	88	17	17	145	145	24	24	259	259	1	1	56	56	82857	82857	507	507	239	239	45	45	S	1871021	                  Lachnoclostridium phocaeense
0.0159	7045	7045	3	3	17	17	2	2	10	10	1	1	19	19	0	0	5	5	6931	6931	34	34	18	18	5	5	S	208479	                  [Clostridium] bolteae
0.0085	3789	3789	0	0	4	4	1	1	5	5	0	0	9	9	0	0	3	3	3740	3740	13	13	11	11	3	3	S	1834196	                  Lachnoclostridium sp. YL32
0.0002	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	S	66219	                  Lachnoclostridium phytofermentans
0.0002	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	S1	357809	                    Lachnoclostridium phytofermentans ISDg
0.0001	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	S	84030	                  [Clostridium] saccharolyticum
0.0001	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	60	0	0	0	0	0	0	S1	610130	                    [Clostridium] saccharolyticum WM1
0.0262	11647	0	0	0	5	0	0	0	14	0	3	0	33	0	1	0	22	0	11496	0	46	0	26	0	1	0	S	301301	                  Roseburia hominis
0.0262	11647	11647	0	0	5	5	0	0	14	14	3	3	33	33	1	1	22	22	11496	11496	46	46	26	26	1	1	S1	585394	                    Roseburia hominis A2-183
0.0036	1611	0	0	0	2	0	0	0	3	0	0	0	5	0	0	0	0	0	1576	0	11	0	12	0	2	0	S	1322	                  Blautia hansenii
0.0036	1611	1611	0	0	2	2	0	0	3	3	0	0	5	5	0	0	0	0	1576	1576	11	11	12	12	2	2	S1	537007	                    Blautia hansenii DSM 20583
0.0031	1367	1367	0	0	0	0	0	0	2	2	0	0	1	1	0	0	1	1	1343	1343	7	7	8	8	5	5	S	1912897	                  Blautia sp. N6H1-15
0.0020	890	890	0	0	3	3	0	0	1	1	0	0	4	4	0	0	1	1	871	871	8	8	1	1	1	1	S	1796616	                  Blautia sp. YL58
0.0085	3765	3765	0	0	1	1	0	0	1	1	1	1	12	12	0	0	1	1	3736	3736	12	12	1	1	0	0	S	649756	                  Anaerostipes hadrus
0.0047	2097	0	2	0	4	0	0	0	1	0	1	0	7	0	0	0	6	0	2049	0	20	0	3	0	4	0	S	39491	                  [Eubacterium] rectale
0.0047	2097	2097	2	2	4	4	0	0	1	1	1	1	7	7	0	0	6	6	2049	2049	20	20	3	3	4	4	S1	515619	                    [Eubacterium] rectale ATCC 33656
0.0010	445	445	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	431	431	8	8	3	3	1	1	S	712991	                  Lachnospiraceae bacterium oral taxon 500
0.0002	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	73	0	2	0	0	0	0	0	S	28446	                  Anaerotignum propionicum
0.0002	81	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	73	73	2	2	0	0	0	0	S1	991789	                    Anaerotignum propionicum DSM 1682
0.0000	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	S	43305	                  Butyrivibrio proteoclasticus
0.0000	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	S1	515622	                    Butyrivibrio proteoclasticus B316
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S	1679721	                  Herbinix luporum
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	S	29360	                  Cellulosilyticum lentocellum
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S1	642492	                    Cellulosilyticum lentocellum DSM 5427
0.2534	112602	112602	12	12	77	77	16	16	118	118	6	6	218	218	8	8	47	47	111698	111698	260	260	117	117	25	25	S	853	                  Faecalibacterium prausnitzii
0.0082	3630	3630	0	0	6	6	0	0	7	7	2	2	13	13	0	0	3	3	3581	3581	12	12	4	4	2	2	S	1834198	                  Ruminiclostridium sp. KB18
0.0001	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	0	0	0	0	0	0	S	29343	                  [Clostridium] cellulosi
0.0000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	S	1521	                  [Clostridium] cellulolyticum
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	S1	394503	                    [Clostridium] cellulolyticum H10
0.0001	23	23	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	20	20	0	0	0	0	0	0	S	1160721	                  Ruminococcus bicirculans
0.0000	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	S	1264	                  Ruminococcus albus
0.0000	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	0	0	0	0	0	0	S1	697329	                    Ruminococcus albus 7 = DSM 20455
0.0002	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	S	884684	                  Mageeibacillus indolicus
0.0002	89	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	89	0	0	0	0	0	0	S1	699246	                    Mageeibacillus indolicus UPII9-5
0.0001	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	29	0	0	0	0	0	0	S	1572656	                  Ruminococcaceae bacterium CPB6
0.0001	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	S	253239	                  Ethanoligenens harbinense
0.0001	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	0	0	0	0	0	0	S1	663278	                    Ethanoligenens harbinense YUAN-3
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S	236753	                  Fastidiosipila sanguinis
0.1636	72709	72709	16	16	80	80	11	11	91	91	14	14	180	180	5	5	41	41	71462	71462	540	540	223	223	46	46	S	2086584	                  Mordavella sp. Marseille-P3756
0.0340	15129	15067	6	6	3036	3019	5688	5643	23	23	2	2	21	21	0	0	2	2	6131	6131	158	158	56	56	6	6	S	1502	                  Clostridium perfringens
0.0001	37	37	0	0	13	13	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	195103	                    Clostridium perfringens ATCC 13124
0.0001	25	25	0	0	4	4	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	195102	                    Clostridium perfringens str. 13
0.0008	350	350	3	3	1	1	7	7	2	2	2	2	30	30	0	0	2	2	1	1	121	121	2	2	179	179	S	1491	                  Clostridium botulinum
0.0003	133	133	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	131	131	1	1	0	0	0	0	S	1042156	                  Clostridium sp. SY8519
